sample_id,filepath,dataset,speaker_id,emotion,original_emotion,gender,source_filename,readable,sample_rate,duration,channels,peak,rms_raw,split
s000015,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-04-01-02-02-01.wav,RAVDESS,ravdess_01,sad,04,male,03-01-04-01-02-02-01.wav,True,48000,3.370041666666667,1,0.037078857421875,0.003945899661630392,train
s000016,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-04-02-01-01-01.wav,RAVDESS,ravdess_01,sad,04,male,03-01-04-02-01-01-01.wav,True,48000,3.8037916666666667,1,0.0447998046875,0.004732837434858084,train
s000017,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-04-02-01-02-01.wav,RAVDESS,ravdess_01,sad,04,male,03-01-04-02-01-02-01.wav,True,48000,3.703708333333333,1,0.10455322265625,0.008611271157860756,train
s000018,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-04-02-02-01-01.wav,RAVDESS,ravdess_01,sad,04,male,03-01-04-02-02-01-01.wav,True,48000,3.7370833333333335,1,0.08233642578125,0.008392269723117352,train
s000019,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-04-02-02-02-01.wav,RAVDESS,ravdess_01,sad,04,male,03-01-04-02-02-02-01.wav,True,48000,3.7370625,1,0.075103759765625,0.009765803813934326,train
s000020,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-01-01-01-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-01-01-01-01.wav,True,48000,3.8705416666666665,1,0.18096923828125,0.015064571052789688,train
s000021,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-01-01-02-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-01-01-02-01.wav,True,48000,3.9372708333333333,1,0.134796142578125,0.015829281881451607,train
s000022,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-01-02-01-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-01-02-01-01.wav,True,48000,3.5035,1,0.1102294921875,0.012078898958861828,train
s000023,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-01-02-02-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-01-02-02-01.wav,True,48000,3.7370625,1,0.181427001953125,0.01865324191749096,train
s000024,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-02-01-01-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-02-01-01-01.wav,True,48000,4.104104166666667,1,0.81768798828125,0.0889725312590599,train
s000025,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-02-01-02-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-02-01-02-01.wav,True,48000,4.371041666666667,1,0.56353759765625,0.053757958114147186,train
s000026,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-02-02-01-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-02-02-01-01.wav,True,48000,4.137458333333333,1,0.602569580078125,0.05624743178486824,train
s000027,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-05-02-02-02-01.wav,RAVDESS,ravdess_01,angry,05,male,03-01-05-02-02-02-01.wav,True,48000,4.437770833333333,1,0.998809814453125,0.14970125257968903,train
s000028,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-01-01-01-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-01-01-01-01.wav,True,48000,3.6703333333333332,1,0.110260009765625,0.010111521929502487,train
s000029,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-01-01-02-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-01-01-02-01.wav,True,48000,3.636979166666667,1,0.058624267578125,0.009289662353694439,train
s000030,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-01-02-01-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-01-02-01-01.wav,True,48000,3.4367708333333336,1,0.064056396484375,0.008191191591322422,train
s000031,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-01-02-02-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-01-02-02-01.wav,True,48000,3.7036875,1,0.0611572265625,0.007422902621328831,train
s000032,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-02-01-01-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-02-01-01-01.wav,True,48000,5.005,1,0.334014892578125,0.03109271638095379,train
s000033,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-02-01-02-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-02-01-02-01.wav,True,48000,4.2375625,1,0.512725830078125,0.0401754230260849,train
s000034,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-02-02-01-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-02-02-01-01.wav,True,48000,3.970625,1,0.589111328125,0.06285861879587173,train
s000035,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-06-02-02-02-01.wav,RAVDESS,ravdess_01,fear,06,male,03-01-06-02-02-02-01.wav,True,48000,3.9039166666666665,1,0.498748779296875,0.042862869799137115,train
s000036,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-01-01-01-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-01-01-01-01.wav,True,48000,3.8705208333333334,1,0.033966064453125,0.004418998956680298,train
s000037,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-01-01-02-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-01-01-02-01.wav,True,48000,3.9038958333333333,1,0.0545654296875,0.0052434834651649,train
s000038,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-01-02-01-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-01-02-01-01.wav,True,48000,3.9038958333333333,1,0.035736083984375,0.004453281871974468,train
s000039,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-01-02-02-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-01-02-02-01.wav,True,48000,3.8371666666666666,1,0.037994384765625,0.004891570657491684,train
s000040,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-02-01-01-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-02-01-01-01.wav,True,48000,4.304291666666667,1,0.201812744140625,0.02072794921696186,train
s000041,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-02-01-02-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-02-01-02-01.wav,True,48000,4.104104166666667,1,0.171539306640625,0.020742490887641907,train
s000042,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-02-02-01-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-02-02-01-01.wav,True,48000,4.037375,1,0.1824951171875,0.019093841314315796,train
s000043,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_01/03-01-07-02-02-02-01.wav,RAVDESS,ravdess_01,disgust,07,male,03-01-07-02-02-02-01.wav,True,48000,4.371020833333334,1,0.1807861328125,0.019441120326519012,train
s000044,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-01-01-01-01-02.wav,RAVDESS,ravdess_02,neutral,01,female,03-01-01-01-01-01-02.wav,True,48000,3.6369583333333333,1,0.0771484375,0.00645402679219842,train
s000045,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-01-01-01-02-02.wav,RAVDESS,ravdess_02,neutral,01,female,03-01-01-01-01-02-02.wav,True,48000,3.6036041666666665,1,0.064117431640625,0.0061493078246712685,train
s000046,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-01-01-02-01-02.wav,RAVDESS,ravdess_02,neutral,01,female,03-01-01-01-02-01-02.wav,True,48000,3.7704166666666667,1,0.110382080078125,0.00950701255351305,train
s000047,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-01-01-02-02-02.wav,RAVDESS,ravdess_02,neutral,01,female,03-01-01-01-02-02-02.wav,True,48000,3.6035833333333334,1,0.09002685546875,0.008513573557138443,train
s000048,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-01-01-01-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-01-01-01-02.wav,True,48000,3.6036041666666665,1,0.173126220703125,0.012553205713629723,train
s000049,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-01-01-02-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-01-01-02-02.wav,True,48000,3.7036875,1,0.143035888671875,0.010873543098568916,train
s000050,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-01-02-01-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-01-02-01-02.wav,True,48000,3.7704375,1,0.144500732421875,0.012114799581468105,train
s000051,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-01-02-02-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-01-02-02-02.wav,True,48000,3.7370833333333335,1,0.128326416015625,0.011911330744624138,train
s000052,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-02-01-01-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-02-01-01-02.wav,True,48000,3.703708333333333,1,0.443450927734375,0.031466130167245865,train
s000053,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-02-01-02-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-02-01-02-02.wav,True,48000,3.6703333333333332,1,0.484771728515625,0.032305389642715454,train
s000054,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-02-02-01-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-02-02-01-02.wav,True,48000,3.703708333333333,1,0.281463623046875,0.021049128845334053,train
s000055,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-03-02-02-02-02.wav,RAVDESS,ravdess_02,happy,03,female,03-01-03-02-02-02-02.wav,True,48000,3.8705208333333334,1,0.30291748046875,0.023041488602757454,train
s000056,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-01-01-01-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-01-01-01-02.wav,True,48000,3.8371666666666666,1,0.042877197265625,0.004716978408396244,train
s000057,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-01-01-02-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-01-01-02-02.wav,True,48000,3.7704375,1,0.076507568359375,0.005540688056498766,train
s000058,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-01-02-01-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-01-02-01-02.wav,True,48000,3.7370625,1,0.071746826171875,0.0058623929508030415,train
s000059,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-01-02-02-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-01-02-02-02.wav,True,48000,3.7704375,1,0.070220947265625,0.005474830977618694,train
s000060,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-02-01-01-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-02-01-01-02.wav,True,48000,3.7370833333333335,1,0.083709716796875,0.005279000848531723,train
s000061,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-02-01-02-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-02-01-02-02.wav,True,48000,3.7704166666666667,1,0.055328369140625,0.004401764366775751,train
s000062,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-02-02-01-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-02-02-01-02.wav,True,48000,3.7036875,1,0.0626220703125,0.0066230143420398235,train
s000063,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-04-02-02-02-02.wav,RAVDESS,ravdess_02,sad,04,female,03-01-04-02-02-02-02.wav,True,48000,3.6703333333333332,1,0.0599365234375,0.005573400761932135,train
s000064,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-01-01-01-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-01-01-01-02.wav,True,48000,3.6703333333333332,1,0.15972900390625,0.012110753916203976,train
s000065,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-01-01-02-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-01-01-02-02.wav,True,48000,3.6703333333333332,1,0.16412353515625,0.013068773783743382,train
s000066,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-01-02-01-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-01-02-01-02.wav,True,48000,3.7704166666666667,1,0.14898681640625,0.013859757222235203,train
s000067,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-01-02-02-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-01-02-02-02.wav,True,48000,3.8037916666666667,1,0.16748046875,0.014013825915753841,train
s000068,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-02-01-01-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-02-01-01-02.wav,True,48000,3.9039166666666665,1,0.47735595703125,0.04238877072930336,train
s000069,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-02-01-02-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-02-01-02-02.wav,True,48000,4.004,1,0.382171630859375,0.033056989312171936,train
s000070,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-02-02-01-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-02-02-01-02.wav,True,48000,4.004,1,0.998809814453125,0.08012896031141281,train
s000071,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-05-02-02-02-02.wav,RAVDESS,ravdess_02,angry,05,female,03-01-05-02-02-02-02.wav,True,48000,4.004,1,0.637451171875,0.06853185594081879,train
s000072,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-01-01-01-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-01-01-01-02.wav,True,48000,3.636979166666667,1,0.1336669921875,0.012599239125847816,train
s000073,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-01-01-02-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-01-01-02-02.wav,True,48000,3.7370625,1,0.122802734375,0.013394125737249851,train
s000074,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-01-02-01-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-01-02-01-02.wav,True,48000,3.6703333333333332,1,0.147796630859375,0.014404228888452053,train
s000075,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-01-02-02-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-01-02-02-02.wav,True,48000,3.7370625,1,0.138946533203125,0.014481636695563793,train
s000076,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-02-01-01-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-02-01-01-02.wav,True,48000,3.8037916666666667,1,0.28021240234375,0.0242012832313776,train
s000077,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-02-01-02-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-02-01-02-02.wav,True,48000,3.636979166666667,1,0.299652099609375,0.030172957107424736,train
s000078,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-02-02-01-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-02-02-01-02.wav,True,48000,3.6036041666666665,1,0.385009765625,0.03214539587497711,train
s000079,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-06-02-02-02-02.wav,RAVDESS,ravdess_02,fear,06,female,03-01-06-02-02-02-02.wav,True,48000,3.6036041666666665,1,0.33526611328125,0.028720181435346603,train
s000080,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-01-01-01-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-01-01-01-02.wav,True,48000,3.6703333333333332,1,0.047882080078125,0.005508876871317625,train
s000081,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-01-01-02-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-01-01-02-02.wav,True,48000,3.636979166666667,1,0.057861328125,0.005256129428744316,train
s000082,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-01-02-01-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-01-02-01-02.wav,True,48000,3.8705416666666665,1,0.0677490234375,0.008056907914578915,train
s000083,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-01-02-02-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-01-02-02-02.wav,True,48000,3.8371666666666666,1,0.07568359375,0.007452202495187521,train
s000084,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-02-01-01-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-02-01-01-02.wav,True,48000,4.137458333333333,1,0.10101318359375,0.009367760270833969,train
s000085,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-02-01-02-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-02-01-02-02.wav,True,48000,4.137458333333333,1,0.14031982421875,0.01091489102691412,train
s000086,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-02-02-01-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-02-02-01-02.wav,True,48000,4.004,1,0.09930419921875,0.012595582753419876,train
s000087,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_02/03-01-07-02-02-02-02.wav,RAVDESS,ravdess_02,disgust,07,female,03-01-07-02-02-02-02.wav,True,48000,4.037375,1,0.160064697265625,0.012997627258300781,train
s000088,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-01-01-01-01-03.wav,RAVDESS,ravdess_03,neutral,01,male,03-01-01-01-01-01-03.wav,True,48000,3.4367708333333336,1,0.067779541015625,0.007147504016757011,train
s000089,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-01-01-01-02-03.wav,RAVDESS,ravdess_03,neutral,01,male,03-01-01-01-01-02-03.wav,True,48000,3.5035,1,0.06500244140625,0.006393494550138712,train
s000090,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-01-01-02-01-03.wav,RAVDESS,ravdess_03,neutral,01,male,03-01-01-01-02-01-03.wav,True,48000,3.5035,1,0.064453125,0.007109337020665407,train
s000091,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-01-01-02-02-03.wav,RAVDESS,ravdess_03,neutral,01,male,03-01-01-01-02-02-03.wav,True,48000,3.4701458333333335,1,0.090240478515625,0.008228546939790249,train
s000092,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-01-01-01-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-01-01-01-03.wav,True,48000,3.7704166666666667,1,0.10003662109375,0.012918398715555668,train
s000093,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-01-01-02-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-01-01-02-03.wav,True,48000,3.6035833333333334,1,0.148193359375,0.01726055145263672,train
s000094,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-01-02-01-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-01-02-01-03.wav,True,48000,3.5035,1,0.148468017578125,0.01632942631840706,train
s000095,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-01-02-02-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-01-02-02-03.wav,True,48000,3.5035,1,0.130645751953125,0.011297909542918205,train
s000096,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-02-01-01-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-02-01-01-03.wav,True,48000,4.3043125,1,0.396087646484375,0.03745902702212334,train
s000097,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-02-01-02-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-02-01-02-03.wav,True,48000,4.404395833333333,1,0.482818603515625,0.056810811161994934,train
s000098,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-02-02-01-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-02-02-01-03.wav,True,48000,4.137458333333333,1,0.5966796875,0.06800075620412827,train
s000099,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-03-02-02-02-03.wav,RAVDESS,ravdess_03,happy,03,male,03-01-03-02-02-02-03.wav,True,48000,3.8371666666666666,1,0.343994140625,0.03815682977437973,train
s000100,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-04-01-01-01-03.wav,RAVDESS,ravdess_03,sad,04,male,03-01-04-01-01-01-03.wav,True,48000,3.6036041666666665,1,0.0576171875,0.00399013701826334,train
s000101,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-04-01-01-02-03.wav,RAVDESS,ravdess_03,sad,04,male,03-01-04-01-01-02-03.wav,True,48000,3.5702291666666666,1,0.0347900390625,0.0036416170187294483,train
s000102,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-04-01-02-01-03.wav,RAVDESS,ravdess_03,sad,04,male,03-01-04-01-02-01-03.wav,True,48000,3.5702291666666666,1,0.074188232421875,0.006416589021682739,train
s000103,/kaggle/input/datasets/quanghuy225/tripe-dataset/RAVDESS/Actor_03/03-01-04-01-02-02-03.wav,RAVDESS,ravdess_03,sad,04,male,03-01-04-01-02-02-03.wav,True,48000,3.536875,1,0.06915283203125,0.006007783114910126,train
